ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Archaeological Period From,Archaeological Period To,Artefact Description,Cadastral Reference,Completeness,Condition Type,Conservation,Depth of Discovery,Dimensions Weight,Discovery Date,End Date Precision Type,End Date Type,External Identifier Type,External Source,Finder,Folio_No,Image,Land Use,Manufacture Method,Material,Measurement Type,Measurement Unit,Name,Name Type,Place Address,Place Description,Place Name,Place Type,Primary Reference Number,Record Type,Recovery Method,Secondary Material,Spatial Accuracy Type,Spatial Coordinates Geometry,Spatial Metadata Note,Start Date Precision Type,Start Date Type,Subsequent Action,Surface Treatment
9dae10ea-fe78-11ea-8701-0275d4869ef4,Intertidal,St. Brelade,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A complete post medieval tin membership token for the Shipwrecked Fishermen and Mariners Royal Benevolent Society dated circa 1860s. It is 32mm in diameter and weighs 9.0g. There is a sub-rectangular hole at the top which would have been used for suspending the object.  The object is circular in plan with a damaged/sea worn surface due to being discovered on the beach. The obverse depicts the bust of Admiral Nelson facing left. His hair is somewhat long and he is wearing a uniform and possibly a sash of medals. The legend surrounding the bust is likely to read 'ENGLAND EXPECTS EVERY MAN WILL DO HIS DUTY', as this is the text clearly marked on other examples of this medal. These were the words which Nelson used as a signal to his fleet at the beginning of the battle of Trafalgar. The reverse depicts a three masted wooden sailing ship in rough water on the verge of sinking and large rocks can be seen in the background. From similar examples the legend should read 'SHIPWRECKED MARINERS SOCIETY'. The date at the base of the reverse may read 186?.  The Shipwrecked Fishermen and Mariners Royal Benevolent Society (shortened to Shipwrecked Mariners) was established in 1839 after the sinking of 11 fishing boats off the coast of Devon due to a severe storm in November 1838. Membership tokens were issued every year.  Similar to:  PAS Unique ID: NCL-10E083, DUR-02A843",,Complete,Untreated,,Approx. 8 inches,33.0 x 32.5 x 3.3mm  8.65g,2020-03-12,,,,,,,/files/uploadedfiles/0100470.jpg,Coastland,,Tin or tin alloy,Metric,Millimetres/grams,Medal,Certain,,,St Aubin's Bay,,0100470,,Metal detector,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.164491 49.187228)),,,,Returned to Finder,
5ac4544a-22be-11ec-8701-0275d4869ef4,Postal Address,St. Ouen,Parish,Medieval 934-1539 CE,Medieval 934-1539 CE,"Small copper-alloy medieval seal matrix with circular die and circular handle rising to a single collar and simple rounded pierced end. No visible inscription survives. The central motif is a a heavily abraded right-facing bust (left facing in positive).  The matrix has simplistic design and lacks ornamental decoration, as such it likely dates from the 13th century onwards (Harvey and McGuinness, pp.50, 54).",,Incomplete,Untreated,,4 inches,"Weight: 6.1g, Length 24.59mm, Die Diameter: c.16.22mm, Terminal Hole Inner diameter: 3.47mm",2021-08-01,,,,,,,/files/uploadedfiles/0900424_-_medieval_seal.jpg,Cultivated Land,Cast,Copper alloy,Metric,Millimetres/grams,Seal matrix,Certain,St. Ouen,,St. Ouen,,0900424,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Ouen’; location protected and marked as Jersey Archive. ,,,,
a2cf2d1c-3193-11ec-8701-0275d4869ef4,Field Number,Trinity,Parish,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,"Société Jersiaise Finds Record Entry SJFR2  (2017) reads:  Two fragments from a pewter Roman statuette of a god, a lower leg and a piece of tunic. Pale white/grey on the inside at fracture points and dark grey on the outer surface. The entire statue would have originally been about 8” tall. The tunic is a sub-rectangular fragment with irregular surfaces to represent flowing folds of an outer garment. The plough-damaged broken edges are crumbly and off-white with occasional dark red spots, suggesting high tin and low copper percentages. The leg is broken at the ankle and under the knee, but the calf and shin are easily discernable. The leg is ovoid at the ankle, and is hollow, with a 3mm diameter hole at ankle and 11 x 13mm oval hole at knee. The figure is probably Mithras, a god favoured by soldiers.",,Fragment,,,,"Tunic: 23mm x 21mm x 8mm, Leg: 42mm x 15mm",2017-06-02,,,,,,,/files/uploadedfiles/1200327_-_roman_statuette_3.jpg,cultivated land,Cast,Tin or tin alloy,Metric,Millimetres/grams,Statuette,Probable,Trinity,,Trinity,,1200327,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Trinity’; location protected and marked as Jersey Archive.,,,Returned to Finder,
4a06f140-194c-0138-c58e-740f24312a1c,Field Number,Grouville,Parish,,,,,,,,,,,,,,,,,,,,,Metric,Millimetres/grams,Spindle whorl,,,,,,0300338,,,,,GEOMETRYCOLLECTION (POINT (-2.056132 49.191235)),,,,,
791c8ae0-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,,,Roman coin.  Severus Alexander Denarius,,,,,,,1992-08-01,,,,,,,,,,,Metric,Millimetres/grams,Coin,,,,,,0200189,,Metal detector,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.060446 49.17565)),,,,,
44593892-3281-11ec-8701-0275d4869ef4,,St. Martin,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Société Jersiaise Finds Record Entry SJFR45 (2017) reads: A fragment of copper alloy adze, with no ring, with sub-terminal fins that would have wrapped around the wooden handle. Adzes are used for smoothing or carving wood in hand woodworking, similar to an axe but with the cutting edge perpendicular to the handle. There are several plough scars on the back surface and some damage around the fin edges. The adze has a dark green patina with some light green areas of erosion and damage. The overall condition is fair. See similar examples at: https://finds.org.uk/database/artefacts/record/id/629758. Ref. Briard, J. et Verron, G (1976). Typologie des Objets de ;'Age du Bronze en France, Fascicule IV: Haches (2) Herminettes",,,,,,Dimensions:	54mm x 21.5mm Weight:	46.03g,2017-06-09,,,,,,,/files/uploadedfiles/0700386_-_bronze_adze_1.JPG,Cultivated,Cast,Copper alloy,Metric,Millimetres/grams,Adze,Certain,,,St. Martin,,0700386,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Martin’; accurate location protected and marked as Jersey Archive.,,,,
a95a64b0-1e9a-0138-8d78-740f24312a1c,,Trinity,Parish,,,Square edged triangular worked stone with bevelled end made of Greenstone.  Measurements:  Length: 5.95 cm  Width: 4.70 cm  Thickness: 1.50 cm.,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,1200297,,,,Accurate to 10km,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Trinity’; location protected and marked as Jersey Archive.,,,,
a95a4ba0-1e9a-0138-8d78-740f24312a1c,,Trinity,Parish,,,Oblong quartzite stone with signs of working. Measurements:  Length: 4.65 cm  Width: 2.25 cm  Thickness: 1.05 cm  Part of the Watson Collection.,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Lithic implement,,,,,,1200294,,,,Accurate to 10km,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Trinity’; location protected and marked as Jersey Archive.,,,,
133ab37a-31a1-11ec-8701-0275d4869ef4,Field Number,Grouville,Parish,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,"Société Jersiaise Finds Record Entry SJFR6 (2017) reads: A complete Roman copper alloy ring in fair condition, has a dark green patina and a pale (white) glass stone set in a thickened bezel with flat-sided walls. The hoop is slightly bent inwards and partially cracked. The glass stone has some surface damage and the metal surface is slightly eroded. ",,Complete,,,,"20mm diameter, 7mm at bezel, 3mm at hoop, 4.49g",2017-06-01,,,,,,,/files/uploadedfiles/0300390_-_Roman_ring.JPG,Cultivated,Cast,Copper alloy,Metric,Millimetres/grams,Finger ring,Certain,Grouville,,Grouville,,0300390,,Metal detector,Glass,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Grouville’; accurate location protected and marked as Jersey Archive.,,,,
fb5ebae0-1e88-0138-8d69-740f24312a1c,,St. Lawrence,Parish,,,Long triangular shaped axe with bevelled end made of Porphyritic Ophitic Dolerite.  Dimensions:  Length: 14.20 cm  Width: 5.30 cm  Thickness: 2.75 cm,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0600295,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Lawrence’; location protected and marked as Jersey Archive.,,,,
7a1baee0-19c2-0138-c5ae-740f24312a1c,,St. Mary,Parish,,,Stone rubber with an indentation. It has a smooth surface and may have been used as an anvil or fire stone. ,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Rubber,,,,,,0800213,,,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.189197 49.242755)),,,,,
9a77d438-057f-11ec-8701-0275d4869ef4,Field Number,Grouville,Parish,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,"An incomplete copper-alloy Roman Colchester derivative rear hook bow brooch. It is missing the spring, pin and rear hook due to old breaks. The wings are semi-cylindrical in form decorated on their front faces with horizontal, parallel knurled lines. At the centre of the head is the remains of a rear-hook, that would have originally held in place the now missing spring. The bow was probably D shaped in form and section, with flanged sides, likely tapering to a now broken off pointed foot. It is decorated with a now faint central raised rib that runs the length of the remaining bow.   The object is mid-green in colour, and has a pitted surface with some brown corrosion.  This is an incomplete Roman Colchester derivative rear hook bow brooch. It finds parallels in examples published by Mackreth (2011: e.g. no. 25, 874) and is of 1st century AD date, c.43-70 AD.  Class: rearhook  Length: 32.41mm, Width at wings 21.04mm, width at top of bow: 9.22, width at bottom of bow (broken end): 4.73, weight: 9.0g",,Incomplete,Untreated,,4 inches,"Length: 32.41mm, Width at wings 21.04mm, width at top of bow: 9.22, width at bottom of bow (broken end): 4.73, weight: 9.0g",2020-05-01,,,,,,,"/files/uploadedfiles/0300388_-_ROMAN_BROOCH_2.jpg,/files/uploadedfiles/0300388_-_ROMAN_BROOCH.jpg",Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Colchester brooch,Certain,Grouville,,Grouville,,0300388,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,,
a510b97e-fc0a-11eb-8701-0275d4869ef4,Postal Address,St. Lawrence,Parish,Post Medieval 1540-1901 CE,Modern 1901 CE-,"A complete clay pipe (smoking) of the post-medieval to modern period dating from the 19th/early 20th century (Atkinson & Oswald 1969, pp. 10-12). A stamp that reads ""BURNS CUTTY"" is stamped either side of the stem. The pipe is otherwise undecorated.  Susan White, curator of the National Pipe Archive comments: ""Burns cutty is a pattern name and is a pattern that was produced by a number of makers during the 19th/early 20th century.  This is a spurless variety and these would have been produced from about 1850 onwards.  It's clearly been very heavily smoked.""  The entire pipe measures at 112mm in length. The stem measures at 85mm long and 7.40mm in diameter. The bowl measures 33mm long and 22.31mm in external diameter. The mouth is 16.79mm inner diameter.",,Complete,Untreated,,Surface,Total length: 112mm. Bowl height: 33mm. External diameter of the bowl: 22.31. Stem diameter: 7.40mm. Weight: 16g.,2018-01-01,,,,,,,/files/uploadedfiles/0600313_clay_pipe.jpg,Cultivated land,Cast,Ceramic,Metric,Millimetres/grams,Clay pipe (smoking),Certain,La Rue de la Hauteur,,La Rue de la Hauteur,,0600313,,Other chance find,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.13924 49.227942)),Accurate findspot protected; marked as La Rue de la Hauteur,,,Returned to Finder,Stamped
0d11c250-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,Square sided rectangular axe with bevelled end (No. 232) made of igneous rock SG 3.0 Dimensions:  Length: 8.40 cm  Width: 4.10 cm Thickness: 2.30 cm,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0300368,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,,
2fae0a80-00ef-11ec-8701-0275d4869ef4,Intertidal,St. Brelade,Parish,Post Medieval 1540-1901 CE,Modern 1901 CE-,"A post-Medieval to modern copper alloy livery button. It is a hollow discoid die-stamped livery button, featuring a shield bearing three lions or leopards facing left on its left side, and a castle or structure on the right. The button is entirely gilded. The button was originally two or three parts, though only the top cover remains.  It is likely Victorian or early 20th century in date.",,Incomplete,Untreated,,,"Diameter: 23.24, Weight: 2.0g.",2021-02-01,,,,,,,/files/uploadedfiles/0100488_-_BUTTON.jpg,Intertidal,Cast,Copper alloy,Metric,Millimetres/grams,Button,Certain,St. Aubin's Beach,,St. Aubin's Beach,,0100488 ,,Metal detector,,Spatial accuracy,GEOMETRYCOLLECTION (POINT (-2.162737 49.191455)),"Precise findspot protected. Findspot known as ""St. Aubin's Beach""",,,,Stamped
5225ea50-7a6f-0138-ef30-740f24312a1c,,Grouville,Parish,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,Two flint flakes found on the beach. Both are water worn with possible retouching but neither are diagnostically tools. ,,Complete,,,Surface,1) 29.5mm x 17mm x 10mm 4.05g 2) 52.5mm x35mm x 22mm 36.66g ,2019-10-01,,,,,,,/files/uploadedfiles/0700244.jpg,Intertidal,Knapped/flaked,Flint,Metric,Millimetres/grams,Flake,Certain,,,,,0700244,,Chance find during metal detecting,,,GEOMETRYCOLLECTION (POINT (-2.0977 49.182973)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,Returned to Finder,
939d2ad6-3582-11ec-8701-0275d4869ef4,Field Number,St. Clement,Parish,Iron Age 700-51 BCE,Iron Age 700-51 BCE,"Société Jersiaise Finds Record Entry SJFR138 (2017) reads: A Carthaginian ‘shekel’, probably cast from billon (copper & silver alloy), in worn but just legible condition (264-241 BC). A slight indent at the base may indicate that a small piece has been chiselled away. Slight faults in the metal on the edge and near the edge on the reverse suggests that it was cast, not struck. The city state of Carthage in modern Tunisia was one of the first Mediterranean states to begin minting coins. Shekels commonly included designs of the face of the goddess Tanit, horses or Melqart (Hercules). This particular issue features the face of Tanit on one side and a galloping horse on the reverse. This particular issue was minted at Kerkouane, Cape Bon, Tunisia, during a period of resistance against the invading Roman consul Marcus Regulas, during the First Punic War, 264-241 BC. Towards the end of the Punic War, the empire coined a large quantity of devaluated coins to settle revolting mercenaries within the empire. The findspot is interesting as it is on a north-south land route suggested by a line of Iron Age and Roman finds between a possible beach port at Le Hocq, northwards via St Clement, Grouville and Le Câtillon. Other finds of Mediterranean coins have been made close to the sea in Jersey, at Mont Cochon, St Lawrence; and La Haule, St Brelade, all of which may support the idea of beach ports in the Middle to Late Iron Age.",,Complete,,,,Dimensions: Height: 26mm; width: 28mm; thickness: 3mm Weight: 17.91g,2018-08-16,,,,,,,/files/uploadedfiles/0200226_-_Carthaginian_coin.JPG,Cultivated,Struck or hammered,Copper alloy,Metric,Millimetres/grams,Coin,Certain,St. Clement,,St. Clement,,0200226,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Clement’; accurate location protected and marked as Jersey Archive. ,,,Returned to Finder,
1aabf8a0-1e8b-0138-8d6b-740f24312a1c,,St. Martin,Parish,,,"Oblong axe with bevelled end made of slightly porphritic, ophitic dolerite. ",,,,,,12.00cm x 5.25cm x 2.70cm,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0700351,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Martin’; location protected and marked as Jersey Archive.,,,,
7aeb5440-19c2-0138-c5b4-740f24312a1c,Field Number,St. Saviour,Parish,,,Bronze sword fragments (x3) ,,,,,,,,,,,,,,,,,,Metric,Millimetres/grams,Sword,,,,,,1100367,,,,,GEOMETRYCOLLECTION (POINT (-2.062541 49.201437)),,,,,
7713c290-1e91-0138-8d70-740f24312a1c,,St. Ouen,Parish,,,A miniature stone axe. Dimensions:  Length: 6.25cm Width: 3.2cm Thickness: 1.64cm,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0900391,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Ouen’; location protected and marked as Jersey Archive.,,,,
78dc4ef0-19c2-0138-c5a4-740f24312a1c,Postal Address,St. Brelade,Parish,,,A large flat sided stone of greywacke found in Red Houses. ,,,,,,21.4cm x 7.50cm x 2.90cm ,,,,,,,,,,,Stone,Metric,Millimetres/grams,Rubber,,,,,,0100452,,,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.200034 49.190355)),,,,,
0f17162c-3182-11ec-8701-0275d4869ef4,Field Number,St. Mary,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A fragment of a probable cast copper-alloy axe Bronze Age date. The fragment is the blade end of the axehead with a transverse break cutting across its body.  There is no trace of a socket at this broken end. Beyond the break the axe widens on each side, ending in a concave but assymetric blade. The surface of the object and blade edge are heavily abraded and pitted. The object bears numerous casting inclusions, one notable inclusion 9.1mm deep  and approximately 5.7mm in diameter  centrally on one corner edge. A second inclusion can be seen off-centre at the transverse break of the object. This possibly contributed to the break due to structural weakness. The heavy pitting on the object may be a result of high-lead content, as it never truly alloys, becoming miniscule globules of lead in the bronze which can create localised galvanic corrosion cells. 	 It is suggested that it is of late bronze age to early iron in date due to the high lead content, as similar examples of high-lead content ""votive"" axes exist from this period.  Dr. Peter Chowne of the University of York comments that this object is possible slag or a very miscast axe, and would have likely been considered casting waste.",,Fragment,,,5 inches,"Length: 31.2mm, Width: 29.8mm, Thickness: 15.3mm, Weight: 44.3g",2021-08-01,,,,,,,/files/uploadedfiles/0900428_-_axe_head_fragment.jpg,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Axe (tool),Possibly,St. Mary,,St. Mary,,0900428,,Metal detector,Lead,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Mary’; accurate location protected and marked as Jersey Archive.,,,,
