ResourceID,Primary Reference Number,Name,Name Type,Artefact Description,Dimensions,Manufacture Method,Material,Adminstrative Subdivision Type,Archaeological Period From,Archaeological Period To,Discovery Date,Land Use,Recovery Method,Completeness,Subsequent Action
84ab2fd0-a64a-4a0a-80c8-3d5446ae2e06,0200240,Flint implement,Certain,"A flint implement of Paleolithic to Neolithic period.The object is pointed in shape with a large flat striking platform. The object curves out mostly symmetrically from its point. One edge further steps out to a rounded protrusion, before both sides meet into a large flat striking platform. The implement is retouched along most of its surrounding edges, and no cortex remains anywhere on the object. The ventral surface has been struck through the bulb of percussion, leaving a roughly 2.5cm circular pit in its face. The dorsal surface beats two horizontal scores across its centre.This object could be from a number of periods, possibly a  Palaeolithic implement very good condition.This object is not typical of a spear point for any period of later prehistory, but may have been hafted as a tool of some sort if it from an early period.","Length: 99.27mm, Width: 65.50mm, Thickness: 22.20mm, Weight: 118.3g.",Knapped/flaked,Flint,St. Clement,Palaeolithic 500000-10001 BCE,Neolithic 4000-2601 BCE,01/01/1999,,Unknown,Complete,
83d61ffd-c8a3-4f8d-85d1-590731278e93,0300101,Buckle,Certain,A cast-copper alloy buckle frame fragment of Late-Medieval to Post-Medieval date. The frame bears a moulded transverse notch on the outer edge of the loop for the pin. Strap bar now missing.Moulded decorative buckles of this type suggest a c.1550-1650 date.  ,"Length: 30.36mm, Width: 21.06mm, Thickness at outer edge: 7.05mm, Weight: 8.6g",Cast,Copper alloy,Grouville,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Fragment,Returned to Finder
5fb5c8da-fb73-431f-9087-a148cec8dfa2,0300106,Coin weight,Certain,"A copper-alloy 16th century single faced coin weight of the Post-Medieval period. The decorated face shows a cross potent motif within a quadriolobe and milled circle of pellets.Coin weights bearing a cross motif were generally used to weigh Spanish or Portuguese coins, or coins produced from their colonies. However, it falls a little under the standard weights for both the Spanish escudo (3.38g) and the Portugese cruzado (3.5g), though this may be explained due to erosion.","Length: 13.78mm, Width: 13.62mm, Thickness: 2.41mm, Weight: 2.8g",Cast,Copper alloy,Grouville,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Complete,Returned to Finder
0494208a-d999-41f8-8fc3-0c8d27cda7d6,0300385,Bracelet,Certain,"A copper alloy Roman three strand cable bracelet. It consists of a cylindrical frame with two hammered flat rectangular strands wound tightly around it. The terminals of the bracelet cross over and are rounded. One side of the bracelet has been damaged with some of the cord missing, which allows a look at the interior frame construction of the object. The object has patches of dark to light green patina which has fused with beach sand.The small size of the bracelet suggests that it was for a child or small woman.Sally Worrell, National Finds Adviser for Prehistoric, Iron Age and Roman Artefacts identifies the bracelet as ""TYPE 14: a bronze bracelet fashioned by wrapping bronze wire tightly around a shank""   (Allason-Jones and Miket, 1984).Wire bracelets of similar technology and construction also show up numerously in Roman contexts  in Southern England (Portable Antiquities Scheme:  SOM-E1DFB1, WMID-0177C3, ASHM-CE0919).Some similar two strand wire bracelet examples from the Netherlands have been dated to the Early Iron Age (Arnoldussen & Steegstra 2001, 83, DB 1031).References: Allason-Jones and Miket (1984), ""The Catalogue of Small Finds from South Shields Roman Fort"". ","Length: 56.26mm, Width: 44mm, Cable Thickness c.4.5mm (varying), Weight: 15.7g.",Struck or hammered,Copper alloy,Grouville,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,01/02/2021,Intertidal,Metal detector,Incomplete,
6836f6dd-acf5-4ede-82f2-a50b9dba424d,0300386,Spearhead,Certain,A complete copper alloy late Bronze Age pegged socketed spearhead with a portion of surviving maple wood shaft with a C14 date of 1207-1004BC (Parisian type Atlantic 2 (1125-1050BC).Research ongoing.,"391mm x 68mm x 26mm, weight: 323.56g",Cast,Copper alloy,,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,28/08/2020,Intertidal,Metal detector,Complete,Purchased by JHT
32a9463f-4791-46ec-b702-14e98d2e42ff,0300396,Button,Certain,"A complete Post-Medieval copper-alloy wire composite button, dating to AD 1500 - 1600. The button is formed of three separate rings that have been twisted into a sub-spherical knot. On the rear of the button is a circular plate from which a looped shank protrudes. Small traces of gilt are visible across the knot.Similar examples are illustrated in Read 2005, figs. 387 and 405. Read dates them to c. 16th century.Reference: Read, B. 2005. Metal Buttons c.900 BC - c.AD 1700. Portcullis Publishing.","11.52mm x 16.9mm, 3.1g, ",Cast,Copper alloy,Grouville,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,01/11/2021,Cultivated land,Metal detector,Complete,Returned to Finder
8d90dfc7-b6f5-402f-8bda-1d5f1960fe84,0300397,Coin,Certain,1 Real - Fernando and Isabel (1479-1566)Obverse: Coat of arms in beaded circle. Legend around. Minted by Charles V and Philip II.Lettering: FERNANDVS·ET·ELISABETTranslation: Fernando and IsabelReverse:Arrows and yoke in beaded circle. Legend around.Lettering: REX·ET·REGINA·CAST·LEGIONTranslation: King and Queen Castilla and León.,"Weight: 3.0g, Diameter: 26.89 ",Struck or hammered,Silver,Grouville,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,,Cultivated land,Metal detector,Complete,
3ef0c4b6-4374-4f3f-9ac5-bd749a35e338,0300398,Sword pommel,Certain,"A post-medieval incomplete copper alloy sword or sabre pommel, probably of a military sword of the 17th - 19th century. The pommel is zoomorphic in design, being the shape of a lions head with cast inscribed decoration representing fur. The protruding snout of the lion bares its teeth, and the ears of the lion either side of the protruding button extend outward. Below the snout is a semi-circular gap where the knuckle guard of the half basket-hilt construction would have terminated into the handle. The large hole at the bottom of the lions head would have received the sword handle. The pommel button on both the interior and exterior of the object bears the remnants of iron corrosion from the tang of the sword.Lion headed pommels were common in military swords of various European nations, including Britain, France, Germany and Switzerland. Examples stylistically similar to this pommel have been dated from the 17th to 19th centuries, though some examples may be dated to the 20th century.","Length: 38.38, Width: 34.23, Thickness: 28.01, Weight: 63.7.",Cast,Copper alloy,Grouville,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the past 8 years,Cultivated land,Metal detector,Incomplete,
22704a15-839e-495a-8c96-00b779007fab,0300399,Strap fitting,Certain,"Copper alloy Post-Medieval S-shaped buckle, c. 17th-18th centuryA double sided, S-shaped buckle with a collar across the centre; one terminal is smaller than the other and would have attached to a metal belt-fitting, while the other end would have attached to a matching buckle. Each end is shaped as a snake's head with finely-made scales and eyes. The buckle is split into two halves roughly lengthways by a groove to represent the split between the two snakes. The underside of the snake is decorated with a series of lines, representing the ventral scales of a snake's belly.These buckle are attributed to sword belts of the late 16th and 17th century AD although similar buckles were still used by the military into the late 19th century. For similar examples on the Historic Environment Record, see 1100388.","Length: 39.98mm Width: 21.71mm Thickness: 4.53mm, Weight: 13.9g",Cast,Copper alloy,Grouville,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,Metal detector,Incomplete,Returned to Finder
1dad7e5e-d0c5-4673-84f8-63cc3d5d410c,0300400,Buckle,Certain,"A complete cast copper alloy rectangular shoe buckle with drilled frames for separate spindles of Post Medieval date (c 1660-1720 AD). The buckle has a bevelled sub-rectangular frame with loop chape and single internal spike (Whitehead type VI). The buckle is bowed to fit the curvature of the foot. The corners are rounded with a slight swelling on the inside of each end. This is a feature of many shoe buckles dating between c1690-1720 (Whitehead 2016 p.97).Whitehead, R. (2016) ""Buckles 1250-1800"", Witham:Greenlight publishing.","Length: 42.87, Width: 27.96, Thickness: 6.54, Weight: 13.9g.",Cast,Copper alloy,Grouville,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,Metal detector,Complete,Returned to Finder
0b5a95d9-4572-4be1-a8af-cb94e8e49194,0300401,Coin,Certain,"An Early Medieval silver Carolingian denier of Charlemagne (768-814) or his grandson Charles II, the Bald (840-877). Monogram/METVLLO type, mint: Melle, France.The coin is in overall good condition but is slightly bent with slight surface damage to the obverse initial cross.""METVLLO"" coins are very difficult to assign to a particular ruler. It has been argued by Coupland (2015) that for most coins of this type it is impossible to know whether the coin belongs to Charlemagne (768-814) or Charles the Bald (855-77) unless it was discovered in a hoard with other datable coins.Obverse description: Small cross pattee within inner circle.Obverse inscription: +CARLVSREXFRReverse description: Royal Karolus monogram (clockwise K R S L) with chevron in the centre within inner circle.Reverse inscription: +METVLLOTwo similar coins were discovered near Val de la Mare, St. Ouen in 2011 and published in the Societe Jersiaise Bulletin 2014, though no precise findspot is given (Waterhouse 2014, pp. 264-266). Another was discovered in St. Lawrence (HER 1000330). Finally, five more similar coins were discovered during excavation on Ile Agois, probably during the 1920's (Finlaison & Holdsworth 1979, p. 341). References:Finlaison, M. & Holdsworth, P. (1979). Excavation on the Ile Agoid, Jersey. Societe Jersiase Annual Bulletin, 22(3); 322-46.Waterhouse, R. (2014). Archaeological Finds in Jersey, 2011-2014. Societe Jersiase Annual Bulletin 2014. 31(2). 258-71.","Diameter: 20.76mm, Thickness: 1mm, Weight: 1.6g.",Struck or hammered,Silver,,Early Medieval 450-933 CE,Early Medieval 450-933 CE,Within the last 8 years.,Cultivated land,Metal detector,Complete,
51f760dd-5011-4f07-9a97-d41c0d516f2c,0300402,Sword,Certain,"A fragment of copper alloy sword or dagger blade of probable Late Bronze Age date (c.1200– 500 BC).A short sub-rectangular section of Bronze Age blade with heavy corrosion and and edge abrasion. The fragment is lozenge shaped in cross-section, with the probable remains of a midrib surviving on each face.It can be difficult to identify the type of Bronze Age sword from a fragment as a definite identification requires the hilt and the shape of the blade.The fragment is covered in dark green to light green patina.","Length: 37.88mm x 31.07mm x 6.97, 23.7g",Cast,Copper alloy,Grouville,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,01/01/2022,Cultivated land,Metal detector,Fragment,
3c04aada-729c-4762-8fa2-82cbe4755cd6,0300403,Coin,Certain,"Silver denarius of Elagabalus (AD 218-222)Mint: RomeObverse: IMP CAES M AVR ANTONINVS AVG; Laureate, draped and cuirassed right, seen from behindReverse: VICTOR ANTONINI; Victory advancing right, holding wreath and palmRIC IV, pt 2, p. 38, no. 156(d)Reece Period 10","Length: 19.82, Width: 17.40, Thickness: 2.56, 3.8g",Struck or hammered,Silver,Grouville,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,01/01/2015,Cultivated land,Metal detector,Complete,Returned to Finder
2febc0d8-8463-4282-be30-4de9f977dd09,0300404,Coin,,"A Late Iron Age coin of the Coriosolite Tribe. Series Y, Class III, Group K (c.1st century BC). (Hooker p.47-8).Metal: Billon, an alloy of copper and tin (bronze) with silver and some impurities, such as gold, in proportion as much as 0.33%. The silver content can be as low as 3% or as high as 40%, but most often between 20 and 35% (Hooker 2002, p.16).Obverse: Worn. Head to right; hair is in three masses or locks, each composed of many hairs, some of which terminate in small curls. The large circular eye is within a sub-circular ridge.Reverse:  Chariot pony and driver to right with boar below. The majority of the pony's face is missing, along with the bottom of the legs and behind the tail. The driver is also mostly missing due to wear. Length: 24.02mm, Width: 20.32mm, Thickness: 3.56mm, Weight: 5.2g.Ref: Hooker, J. (2002) Celtic Improvisations: An Art Historical Analysis of Coriosolite Coins. Oxford, Archaeopress.","Diameter: 22.14mm, Thickness: c.2.85, Weight: 3.8g. ",Struck or hammered,Silver,Grouville,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,01/01/2015,Cultivated land,Metal detector,Complete,
