ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type,
50783880-116c-0138-9150-740f24312a1c,Corbiere Lighthouse,,,,,German Occupation,Postal Address,,St. Brelade,BR0047,Parish,"Corbiere Lighthouse, La Rue de la Corbière",,,100047,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.250161 49.179846)),,<p>1.  Government of Jersey </p><p>2.  Jersey Archive </p><p>3.  Jersey Heritage Social History collection  </p><p>4.  Jersey Heritage Art collection </p><p>5.  Société Jersiaise Photographic Archive</p>,,"<p>Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. </p>
<p>Castledine, J. 2014. What's Your Street's Story?: Corbiere & Petit Port. [Unpublished talk] </p>
<p>Le Feuvre, E. 2018. What's Your Street's Story?: La Moye. [Unpublished talk]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photographs (sample of collection: D/Q/S4/3-4, D/Q/S4/67), Files (D/Q/N) </p><p>3. Stamps (sample of collection: JERSM/1988/00151/001, JERSM/1988/00155/002), Postcards (sample of collection: JERSM/1998/00548/001, JERSM/2001/00656/044, JERSM/2004/00087/008-10) </p><p>4. Painting (sample of collection: SJA/0000/00145, SJA/0000/00378), Print (SJA/0000/00671, SJA/0000/01893), Drawing (SJA/0000/00781) </p><p>5. Photographs (sample of collection: SJPA/000319, SJPA/000355-6)</p>",,
507842c0-116c-0138-9150-740f24312a1c,St Brelade's Harbour,,,,,,Postal Address,,St. Brelade,BR0048,Parish,"St Brelade's Harbour, Le Chemin de Creux",,,100048,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.201168 49.182564)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise Photographic Archive</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photographs (sample of collection: SJPA/002150, SJPA/002195)</p>",,
50784d30-116c-0138-9150-740f24312a1c,Les Gres,,,,,Richmond Map,Postal Address,,St. Brelade,BR0049,Parish,"Les Gres, Le Mont du Ouaisné",,,100049,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.17481 49.176188)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. White, J. 2018. What's Your Street's Story?: Ouaisne. [Unpublished talk]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
50785710-116c-0138-9150-740f24312a1c,Abreuvoir,,,,,,Postal Address,,St. Brelade,BR0050,Parish,"Abreuvoir, La Marquanderie",,,100050,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.202216 49.18907)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50786240-116c-0138-9150-740f24312a1c,Belle Vue,,,,,Richmond Map,Postal Address,,St. Brelade,BR0051,Parish,"Belle Vue, Le Mont de la Rocque",,,100051,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.173044 49.191105)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
50786bb0-116c-0138-9150-740f24312a1c,Site of Batterie Roon,,,,,German Occupation,Postal Address,,St. Brelade,,Parish,"Site of Batterie Roon, Le Chemin des Signaux",,,100052,,,,GEOMETRYCOLLECTION (POINT (-2.218224 49.178337)),,<p>1.  Société Jersiaise Photographic Archive</p>,,"Le Feuvre, E. 2018. What's Your Street's Story?: La Moye. [Unpublished talk]",,,<p>1. Photograph (SJPA/010148)</p>,,
507873c0-116c-0138-9150-740f24312a1c,Site of Action Post Beau Rivage,,,,,German Occupation,Postal Address,,St. Brelade,,Parish,"Site of Action Post Beau Rivage, Le Mont Sohier",,,100053,,,,GEOMETRYCOLLECTION (POINT (-2.196666 49.185265)),,,,,,,,,
50787d00-116c-0138-9150-740f24312a1c,Old Station House,,,,,Railway,Postal Address,,St. Brelade,BR0054,Parish,"Old Station House, La Rue de la Corbière",,,100054,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.238382 49.18154)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise Photographic Archive</p>,,"<p>Bonsor, N.R.P. 1969. The Jersey Railway. Oakwood Press, Usk. Burt, R.G. 1961. The Old Jersey Railways. Annual Bulletin of the Société Jersiaise, 18, 91-100. </p>
<p>Catford, N. 2010. Disused Stations. Closed Railway Stations in the UK. Retrieved from http://www.disused-stations.org.uk/ (Date Accessed: 02.08.2019) </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photographs (A/003894-5, SJPA/013841, SJPA/013853, SJPA/013858, SJPA/013898)</p>",,
50788da0-116c-0138-9150-740f24312a1c,La Glinette,,,,,Richmond Map,Postal Address,,St. Brelade,BR0055,Parish,"La Glinette, Le Mont ès Tours",,,100055,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.173068 49.184446)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
507897f0-116c-0138-9150-740f24312a1c,Site of Middle Battery,,,,,"Richmond Map,Coastal Fortification",Postal Address,,St. Brelade,,Parish,"Site of Middle Battery, Le Mont Sohier",,,100056,,,,GEOMETRYCOLLECTION (POINT (-2.196017 49.185187)),,,,"Plees, W. 1817. Account of the Island Jersey. T. Baker, Southampton. ",,,,,
5078a230-116c-0138-9150-740f24312a1c,Oak Lane Farm,,,,,Richmond Map,Postal Address,,St. Brelade,BR0057,Parish,"Oak Lane Farm, La Route Orange",,,100057,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.218011 49.185153)),,<p>1.  Government of Jersey </p><p>2.  Jersey Heritage Art collection</p>,,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>Le Feuvre, E. 2018. What's Your Street's Story?: La Moye. [Unpublished talk] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Print (SJA/0000/02361)</p>",,
5078b310-116c-0138-9150-740f24312a1c,La Moye Manor,,,,,"Manor House,Richmond Map",Postal Address,,St. Brelade,BR0058/BR0253,Parish,"La Moye Manor, La Route Orange",,,100058,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.210256 49.185203)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Heritage Art collection </p>,,"<p>Conservation, Architecture and Planning. 2008. Jersey Manor House Project. Unpublished report for Jersey Heritage.  </p>
<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>Le Feuvre, E. 2018. What's Your Street's Story?: La Moye. [Unpublished talk] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Drawing (SJA/0000/02477)</p>",,
5078bf00-116c-0138-9150-740f24312a1c,Highfield Farm,,,,,Richmond Map,Postal Address,,St. Brelade,BR0059/BR0395,Parish,"Highfield Farm, Le Pont du Val",,,100059,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.190441 49.19986)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5078c9a0-116c-0138-9150-740f24312a1c,La Moye Quarry Magazine,,,,,,Postal Address,,St. Brelade,BR0060,Parish,"La Moye Quarry Magazine, La Rue de la Corbière",,,100060,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.234551 49.17949)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,"[{u'status': u'uploaded', u'index': 0, u'name': u'0100060 La Moye Quarry - report by Peter Stanier 2015.pdf', u'url': u'/files/uploadedfiles/0100060_La_Moye_Quarry_-_report_by_Peter_Stanier_2015_Dv4o769.pdf', u'lastModified': 1589986409263, u'content': u'blob:https://her.jerseyheritage.org/50a6d41f-bc57-4ccb-b4a7-1e7c087e7880', u'file_id': u'4d1aeadc-9aae-11ea-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 20223680}]","<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5078d460-116c-0138-9150-740f24312a1c,La Valeuse,,,,,Richmond Map,Postal Address,,St. Brelade,BR0061,Parish,"La Valeuse, La Rue de la Valeuse",,,100061,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.196091 49.186995)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Archive </p><p>4.  Société Jersiaise Photographic Archive</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Plans (D/AL/A2/2658) </p><p>4. Photographs (SJPA/001143, SJPA/008537-8)</p>",,
5078de30-116c-0138-9150-740f24312a1c,"Observation Post, Batterie Ziethen",,,,,German Occupation,Postal Address,,St. Brelade,BR0062,Parish,"Observation Post, Batterie Ziethen, La Pointe de l'Oeilliere",,,100062,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.233354 49.186829)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5078ebe0-116c-0138-9150-740f24312a1c,La Valeure,,,,,Richmond Map,Postal Address,,St. Brelade,BR0063,Parish,"La Valeure, La Rue de la Valeuse",,,100063,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.195761 49.186848)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5078f620-116c-0138-9150-740f24312a1c,Aircraft Hangar,,,,,German Occupation,Postal Address,,St. Brelade,BR0064,Parish,"Aircraft Hangar, La Route des Quennevais",,,100064,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.195002 49.20179)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50790100-116c-0138-9150-740f24312a1c,Chateau des Roches Coach House,,,,,,Postal Address,,St. Brelade,BR0065,Parish,"Chateau des Roches Coach House, Le Mont Gras d'Eau",,,100065,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.193219 49.185863)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Castledine, J. 2012. What's Your Street's Story?: St Brelade's Bay. [Unpublished talk] </p>
<p>Ferrari, A. 1996. Jersey's Lost Heritage. Fifty years of needless destruction. Save Jersey's Heritage, Jersey. </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust,  Jersey. </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
50790b50-116c-0138-9150-740f24312a1c,Blanc Pignon,,,,,,Postal Address,,St. Brelade,BR0066,Parish,"Blanc Pignon, La Ruelle ès Ruaux",,,100066,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.166528 49.195916)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
507915c0-116c-0138-9150-740f24312a1c,Old Smugglers Inn,,,,,Richmond Map,Postal Address,,St. Brelade,BR0067,Parish,"Old Smugglers Inn, Le Mont du Ouaisné",,,100067,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.183383 49.176236)),,<p>1.  Government of Jersey </p><p>2.  Jersey Heritage Social History collection </p><p>3.  Société Jersiaise Photographic Archive</p>,,"<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>White, J. 2018. What's Your Street's Story?: Ouaisne. [Unpublished talk]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Postcards (JERSM/2004/00087/556, JERSM/2004/00087/563) </p><p>3. Photograph (SJPA/033842)</p>",,
50792070-116c-0138-9150-740f24312a1c,The Old House,,,,,Richmond Map,Postal Address,,St. Brelade,BR0068,Parish,"The Old House, La Route Orange",,,100068,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.213571 49.186507)),,<p>1.  Government of Jersey </p><p>2.  Jersey Heritage Art collection</p>,,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>
<p> McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Drawing (SJA/0000/01517)</p>",,
50792bf0-116c-0138-9150-740f24312a1c,Mon Plaisir,,,,,,Postal Address,,St. Brelade,BR0069,Parish,"Mon Plaisir, Le Mont au Roux",,,100069,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.167339 49.194641)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Archive </p><p>4.  Société Jersiaise Photographic Archive</p>,,"<p>Romeril, L. 2015. What's Your Street's Story?: St Aubin. [Unpublished talk] </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Photograph (P/09/A/502-3) </p><p>4. Photograph (SJPA/002509)</p>",,
507936b0-116c-0138-9150-740f24312a1c,La Solana,,,,,Richmond Map,Postal Address,,St. Brelade,BR0070,Parish,"La Solana, La Rue des Mans",,,100070,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.177022 49.194342)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
507940d0-116c-0138-9150-740f24312a1c,Carlyon House,,,,,,Postal Address,,St. Brelade,BR0071,Parish,"Carlyon House, La Route de la Baie",,,100071,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.195487 49.185087)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50794ab0-116c-0138-9150-740f24312a1c,Franc Fief House,,,,,,Postal Address,,St. Brelade,BR0072,Parish,"Franc Fief House, La Route du Francfief",,,100072,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.183406 49.19915)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
507954f0-116c-0138-9150-740f24312a1c,Wheatlands,,,,,,Postal Address,,St. Brelade,BR0073,Parish,"Wheatlands, La Rue des Longchamps",,,100073,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.18192 49.193956)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50795eb0-116c-0138-9150-740f24312a1c,Maisonette,,,,,,Postal Address,,St. Brelade,BR0074,Parish,"Maisonette, La Route des Gênets",,,100074,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.180404 49.183999)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50796860-116c-0138-9150-740f24312a1c,Kandahar,,,,,,Postal Address,,St. Brelade,BR0075,Parish,"Kandahar, La Rue du Conet",,,100075,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.18322 49.198415)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50797260-116c-0138-9150-740f24312a1c,Sous les Bois,,,,,Richmond Map,Postal Address,,St. Brelade,BR0076,Parish,"Sous les Bois, Le Mont Nicolle",,,100076,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.186925 49.190083)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50797c60-116c-0138-9150-740f24312a1c,Ravenscliff,,,,,,Postal Address,,St. Brelade,BR0077,Parish,"Ravenscliff, La Route des Gênets",,,100077,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.180815 49.183745)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
507988a0-116c-0138-9150-740f24312a1c,Old Portelet Inn,,,,,Richmond Map,Postal Address,,St. Brelade,BR0078,Parish,"Old Portelet Inn, La Route de Noirmont",,,100078,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.173837 49.172914)),,<p>1.  Government of Jersey  </p><p>2.  Société Jersiaise </p><p>3.  Jersey Heritage Archaeology collection </p><p>4.  Jersey Heritage Social History collection  </p><p>5.  Jersey Archive </p><p>6.  Société Jersiaise Photographic Archive</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>McCormack, J. 2009. Vernacular Architecture Group: Spring Conference Report. [Unpublished report] </p>
<p>Romeril, L. 2013. What's Your Street's Story?: Noirmont & Portelet. [Unpublished talk] </p>
<p>Romeril, L. 2016. Noirmont & Plemont. In: Romeril, L., et al. What's Your Street's Story?: Part Two. Jersey Heritage Trust, Jersey, 135-147. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Flints (A/0004497) </p><p>4. Booklet (JERSM/2001/00046), Postcards (JERSM/2004/00087/552-3, JERSM/2004/00087/555, JERSM/2004/00087/673) </p><p>5. Photographs (L/A/75/A3/1/472), Booklet (L/F/282/A/4) </p><p>6. Photographs (SJPA/004963-5, SJPA/008273, SJPA/033845)</p>",,
50799460-116c-0138-9150-740f24312a1c,La Rosiere,,,,,Richmond Map,Postal Address,,St. Brelade,BR0079,Parish,"La Rosiere, La Rue des Longchamps",,,100079,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.183939 49.190541)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50799ef0-116c-0138-9150-740f24312a1c,Milestone 'B5',,,,,,Postal Address,,St. Brelade,BR0080,Parish,"Milestone 'B5', Le Mont Sohier",,,100080,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.191676 49.184689)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
